"Normal","Status"
"volume jual kendara roda partai wholesale nasional desember dec turun yoy merosot mom iring turun volume wholesale astra international asi kondisi tolak wholesale non asi buku naik tajam sisi jual ritel nasional bulan mom tumbuh yoy jual ritel asi tumbuh mom yoy non asi tumbuh mom yoy analis indo premier timothy handerson rekomendasi mantain buy perhati peningkatanpersediaan diskon jaga iring baik jual ritel hasil riset timothy catat volume wholesale asi dec anjlok yoy mom tumbuh jual mobil non asi lonjak yoy mom turun jual asi sebab lemah jual daihatsu yoy mom ketat saing merek segmen mpv merek merek non asi tumbuh yoy mom wuling yoy mom suzuki yoy flat mom kuat kumulatif volume wholesale nasional turun yoy fy volume asi turun yoy non asi merosot yoy pangsa pasar asi tingkat fy fy timothy volume ritel yoy lemah mom tingkat volume ritel nasional turun yoy secarra mom tingkat dec asi buku naik mom kuat mom yoy naik dorong jual toyota mom yoy daihatsu mom yoy penjulan non asi lambat mom yoy kumulatif volume ritel nasional turun yoy fy asi turun yoy non asi turun yoy timothy dec tanda naik volume jual ritel tiga jual mom nasional asi tumbuh oktober november desember analisis tingkat sedia gap volume jual ritel wholesale tingkat nasional asi merek merek non asi imbuh kece dealer lokal diskon kelola diskon unit avanza rendah tingkat tinggi unit timbang timothy rekomendasi mantain buy ekspektasi pulih asi dagang vs katalis dukung tingkat volume jual risiko lambat ekonomi ubah regulasi untung ganggu cuaca ekstrem","positif"
"lepas saham permata bnli astra international asi rencana dana jual saham giat investasi usaha head investor relations astra international tira ardianti astra international alokasi dana kembang prospek jangka janji sayang spesifik alokasi dana hasil divestasi jual saham bnli usaha kantong dana tira bilang hasil jual bnli terima transaksi selesai analis jasa utama capital sekuritas chris apriliony prospek saham astra international tarik lantar valuasi murah anak usaha asi aali untr valuasi bilang murah saham saham big caps valuasinya murah","positif"
"manajemen astra international asi umum menandatangani sepakat jual lepas persen saham permata bnli bangkok catat standard chartered lepas persen saham sepakat transaksi harga jual saham bnli pakat saham total transaksi persen saham jelas pers manajemen asi transaksi rampung tuju otoritas jasa uang negara selesai untung pegang saham analis indo premier sekuritas timothy handerson nilai sepakat harga saham sirat valuasi bv kali untung pandang kutip riset tim banding akuisisi mufg saham danamon bdmn tahap valuasi campur bv kali roe persen vs bnli persen positif asi indo premier nilai lepas saham bnli dampak positif asi jadi grup astra fokus inti otomotif bnli grup astra fokus koorat segmen komersial umkm bnli salah kontributor laba dasar asumsi akuisisi bangkok persen saham bnli fy sisa persen faktor atur single presence policy sirat bersih fy fy beotensi naik eps asi persen imbang turun laba bersih unit jasa uang persen rentang fy dampak divestasi tahan rekomendasi indo premier analis tahan rekomendasi buy target price tp saham dasar naik sum part sotp proyeksi eps naik persen hitung dampak divestasi saham asi transaksi kali proyeksi vs kali katalis asi jual mobil kira naik harga komoditas risiko lambat ekonomi ubah regulasi kondusif","positif"
"iring aksi koorasi astra international asi jual permata bnli bangkok dagang harga saham asi lejit level unit sore bangkok umum menandatangani janji beli saham syarat standard chartered asi akuisisi total milik bnli aksi koorasi target selesai bangkok kuasa sebanyaj saham bnli transaksi laksana dasar valuasi pakat harga kali lipat nilai buku bnli sesuai hitung dasar nilai buku bnli september harga beli indikatif nila unit nilai transaksi indikatif capai thb asi standard chartered kuasa saham bnli porsi hitung nilai transaksi indikatif capai asi raup dana segar nila jual saham bnli dana segar kembang sektor sektor informasi asi buku jual nila laba bersih nila aset usaha september nila asi main pangsa pasar besar pasar otomotif september pangsa pasar mobil asi angka naik posisi september dana segar raup asi jual bnli alokasi kembang mobil listrik proyeksi demand toyota astra motor saham milik asi komitmen gelontor investasi nila kembang mobil listrik wardi","positif"
"harga saham astra international asi laju zona hijau dagang berita turun harga saham asi lejit level unit harga saham asiimelejit iring aksi koorasi usaha jual permata tangan bangkok misteri tahun akuisisi permata bangkok kuasa sebanyaj saham permata kemarin sore bangkok umum phaknya menandatangani janji beli saham syarat standard chartered astra international akuisisi total milik permata aksi koorasi target selesai transaksi laksana dasar valuasi pakat harga kali lipat nilai buku permata sesuai hitung dasar nilai buku permata september harga beli indikatif nila unit nilai transaksi indikatif capai thb astra international standard chartered kuasa saham permata porsi hitung nilai transaksi indikatif capai astra international raup dana segar nila jual saham permata dana segar kembang sektor sektor informasi astra international usaha konglomerasi bawah sektor otomotif alat berat agrikultur logistik teknologi informasi utama dapat usaha asal lini otomotif usaha buku jual nila laba bersih nila aset usaha september nila astra international main pangsa pasar besar pasar otomotif september pangsa pasar mobil astra international angka naik posisi september dana segar raup astra international jual permata alokasi kembang mobil listrik proyeksi demand toyota astra motor saham milik astra international komitmen gelontor investasi nila kembang mobil listrik ank hps","positif"
"saham astra international asi saran buy buy rating target harga kutip hasil riset analis timothy handerson indo premier sekuritas","positif"
"pantau usaha biaya papan kendara roda ekspektasi biaya tumbuh kuat sentiment pasar mobil lemah kualitas aset kuat tambah suku bunga cenderung lemah pikir topang pulih biaya roda nilai analis indo premier sekuritas timothy handerson kutip riset pekan timothy usaha biaya papan astra daya mandiri tunas toyota astra finance laku recovery pulih sentimen relatif baik topang situasi politik kondusif bijak makro akomodatif biaya tumbuh kisar persen persen kualitas aset timothy volume lamban persen yoy kualitas aset tingkat kualitas aset tangguh usaha biaya milik npf persen baik yoy situasi sehat usaha biaya tambah tingkat suku bunga rendah dukung volume catat biaya astra daya mandiri tunas toyota astra finance persen biaya beli mobil prospek cost fund timothy situasi suku bunga rendah turun bps ytd prospek likuiditas usaha biaya cost fund cof tahap baik yakin positif marjin jangka pendek dasar kira baik cof bp tingkat persen laba bersih unit jasa uang asi proyeksi kalkulasi dampak bnli permata normalisasi provisi laba bersih toyota astra finance taf turun tajam rentang banding net profit provisi ekstra order bijak hati hati tempuh manajemen provisi lanjut tingkat signifikan persen yoy provisi tingkat sesuai baik kualitas aset amat tren tim analis tahan rekomendasi indo premier tahan rekomendasi buy saham asi volume baik saham asi dagang kali proyeksi vs kali timothy katalis utama saham asi volume kira naik harga komoditas risiko asi lambat ekonomi ubah regulasi kondusif riset indo premier sekuritas","positif"
"astra international asi raih harga best public company manufacture award kiprah astra sektor manufaktur produk hidup hari harga terima langsung boy kelana soebroto head coorate communications astra malam anugerah awards hotel westin tim risetcnbc nilai ketahunasii konsisten tahan posisi usaha manufaktur muka kuartal iii usaha buku jual nila laba bersih usaha nila aset usaha september nila industri otomotif astra pegang pangsa pasar kendara besar september naik banding periode sepeda motor pangsa pasar produk astara capai segmen alat berat segmen otomotif sumbang total dapat usaha kontribusi laba bersih dominasi astra industri otomotif lepas aktif usaha inovasi september astra grup luncur varian mobil model revamped segmen roda model model revamped kenal usaha grup astra tinggal ikut kembang regulasi kendara listrik terap asi besar kapasitas segmen mobil listrik proyeksi demand toyota astra motor tam saham milik asi komitmen gelontor investasi nila kembang mobil listrik pabrikan mobil mesin diesel isuzu astra motor iami implementasi program biodiesel uji coba kendala hadap terap","netral"
"saham astra international hasil tutup rebound zona hijau kuat persen dagang reli lemah dagang dasar data bloomberg dagang saham astra international tutup kuat persen poin level saham saham astra tutup lemah persen persen kepala research infovesta utama wawan hendrayana koreksi saham kode asi dagang harga saham golong murah picu investor akumulasi beli  turun saham asi tarik valuasi level mahal cenderung murah  wawan saham asi dorong katalis positif pascapenyerangan fasilitas milik arab saudi harga minyak dunia lonjak turut tinggi harga minyak dunia komoditas subtitusi batu bara untung pilih alternatif bahan bakar  tren suku bunga turun katalis positif asi jual permata isu kerucut salah katalis positif  jalan saham asi koreksi persen wawan nilai lemah kerja jual otomotif asi turun harga batu bara pengaruh kerja saham jual mobil lemah wawan negeri tren industri jual otomotif dunia sebab lambat ekonomi global  tambah divisi batu bara cpo uang relatif harga saham nya turun  kendati saham asi tarik koleksi investor jangka pasal jual otomotif tekan katalis positif saham kondisi asi hitung sehat turut persero kondisi tumbuh alami tekanang  level saham fundamental asi  pungkas","positif"
"jual mobil astra international juli catat tumbuh persen banding kerja jual mobil juni dasar data gabung industri kendara motor gaikindo juli jual mobil emiten kode saham asi catat unit tingkat persen banding juni unit kuasa pangsa pasar market share jual mobil astra juli tingkat persen juni market share astra catat persen jalan market share astra catat persen kendati catat jual mobil astra juli lemah persen banding juli catat unit jalan jual mobil astra catat unit koreksi persen banding periode unit head investor relations astra international tira ardianti tingkat jual mobil juli banding juni sebab kerja normal  kontribusi jual giias kontribusi jual giias bagi juli agustus  hasil juli sesuai harap persero pasal juli pengaruh ajar habis libur lebaran sekolah turut masyarakat alokasi dana milik beli kendara  tunggu jual agustus mudah mudah tren baik banding kuartal  persero optismistis semester jual mobil banding semester dasar risiko politik gejolak semester tumbuh minat beli laku wait see  mudah mudah semester semester banding  pungkas","positif"
"kuasa pangsa pasar jual mobil kabar rencana divestasi saham permata yakin dampak positif kerja saham astra international saham persero tembus analis deutsche verdhana sekuritas joko sogie kabar divestasi saham permata nilai kejut positif pegang saham emiten kode asi pasal pegang saham asi nilai nikmat bonus bonus tambah dapat asi kuartal samping dividen tambah laba tambah bonus dividen dana divestasi milik astra permata pandang dukung sandang uang pilar pilar astra periode konglomerasi kontribusi kumulatif laba permata astra rendah nex profit tax npat grup tahun bv deutsche verdhana sekuritas ulang rekomendasi beli saham asi target price tp alternatif saham saham pasar modal riset publikasi morgan volume jual maret jalan ekspektasi unit daihatsu kontribusi jual astra kuasa pangsa pasar astra jual mobil negeri maret capai tinggi nissan livina bangkit maret kuat jual daihatsu hasil kejut daihatsu catat jual unit naik banding tingkat banding perinci morgan prediksi kontribusi jual dorong kuat jual jenis terios model baru model identik mitsubishi expander morgan rebut pangsa pasar expander morgan semat peringkat overweight saham asi target tutup dagang kemarin saham asi tutup level naik","positif"
